기간,자치구,행정동,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2019.3/4,성동구,금호2.3가동,한국인,24086,1130,755,698,941,1372,1662,2006,2454,1874,2023,1840,1889,1665,1186,947,823,476,213,80,27,25
2019.3/4,성동구,금호2.3가동,외국인,213,8,2,1,5,19,23,23,21,24,22,23,24,12,6,-,-,-,-,-,-,-
2019.3/4,성동구,옥수동,계,27264,1426,1303,849,913,1316,1872,2383,3108,2325,2141,1960,2071,1811,1217,942,755,499,217,97,32,27
2019.3/4,성동구,옥수동,한국인,26981,1415,1289,839,904,1307,1846,2342,3068,2290,2115,1941,2056,1801,1207,939,753,498,216,96,32,27
2019.3/4,성동구,옥수동,외국인,283,11,14,10,9,9,26,41,40,35,26,19,15,10,10,3,2,1,1,1,-,-
2019.3/4,광진구,소계,계,368337,10544,12212,12608,16465,30134,37317,31020,30129,26173,30524,29649,29449,24766,15924,12410,9544,5611,2458,924,273,203
2019.3/4,광진구,소계,한국인,352692,10142,11879,12455,15606,26414,35330,29598,29107,25386,29505,28283,27747,24114,15780,12372,9529,5595,2452,924,271,203
2019.3/4,광진구,소계,외국인,15645,402,333,153,859,3720,1987,1422,1022,787,1019,1366,1702,652,144,38,15,16,6,-,2,-
2019.3/4,광진구,화양동,계,25422,264,260,241,1050,5455,5759,2837,1738,1124,1197,1176,1109,980,716,592,452,278,114,43,16,21
2019.3/4,광진구,화양동,한국인,21864,245,246,237,617,3720,5111,2627,1630,1074,1125,1091,993,933,704,589,452,278,112,43,16,21
2019.3/4,광진구,화양동,외국인,3558,19,14,4,433,1735,648,210,108,50,72,85,116,47,12,3,-,-,2,-,-,-
2019.3/4,광진구,군자동,계,22142,556,574,497,851,2644,2851,2133,1856,1319,1479,1563,1621,1368,902,765,606,358,131,43,14,11
2019.3/4,광진구,군자동,한국인,19953,499,538,490,654,1729,2462,1942,1746,1260,1437,1496,1544,1338,895,762,606,356,131,43,14,11
2019.3/4,광진구,군자동,외국인,2189,57,36,7,197,915,389,191,110,59,42,67,77,30,7,3,-,2,-,-,-,-
2019.3/4,광진구,중곡1동,계,16420,514,406,324,548,1029,1673,1682,1531,1122,1266,1351,1396,1235,790,650,502,232,107,43,11,8
2019.3/4,광진구,중곡1동,한국인,15945,491,396,321,520,1000,1636,1614,1499,1086,1226,1293,1331,1205,786,645,500,229,105,43,11,8
2019.3/4,광진구,중곡1동,외국인,475,23,10,3,28,29,37,68,32,36,40,58,65,30,4,5,2,3,2,-,-,-
2019.3/4,광진구,중곡2동,계,22635,671,751,697,822,1525,2437,2107,2018,1484,1775,1841,1927,1593,1034,834,600,327,114,54,15,9
2019.3/4,광진구,중곡2동,한국인,22286,662,742,693,815,1489,2401,2067,1971,1463,1742,1797,1880,1582,1029,834,600,327,114,54,15,9
2019.3/4,광진구,중곡2동,외국인,349,9,9,4,7,36,36,40,47,21,33,44,47,11,5,-,-,-,-,-,-,-
2019.3/4,광진구,중곡3동,계,17492,454,442,487,650,1155,1640,1484,1412,1167,1398,1532,1670,1378,850,724,557,303,108,58,8,15
2019.3/4,광진구,중곡3동,한국인,17247,444,439,486,644,1141,1610,1460,1392,1147,1374,1497,1626,1367,849,723,556,303,108,58,8,15
2019.3/4,광진구,중곡3동,외국인,245,10,3,1,6,14,30,24,20,20,24,35,44,11,1,1,1,-,-,-,-,-
2019.3/4,광진구,중곡4동,계,30561,944,843,825,1374,2123,2524,2318,2402,2048,2493,2857,2780,2389,1610,1300,918,465,219,77,24,28
2019.3/4,광진구,중곡4동,한국인,30184,917,823,813,1355,2100,2484,2253,2356,2016,2470,2829,2752,2381,1607,1298,918,464,219,77,24,28
2019.3/4,광진구,중곡4동,외국인,377,27,20,12,19,23,40,65,46,32,23,28,28,8,3,2,-,1,-,-,-,-
2019.3/4,광진구,능동,계,11867,368,300,240,354,780,1608,1561,1262,828,798,730,775,742,468,397,338,176,92,33,15,2
2019.3/4,광진구,능동,한국인,11524,341,289,236,346,735,1553,1502,1224,811,786,710,749,726,464,397,338,176,92,33,14,2
2019.3/4,광진구,능동,외국인,343,27,11,4,8,45,55,59,38,17,12,20,26,16,4,-,-,-,-,-,1,-
2019.3/4,광진구,구의1동,계,23126,583,493,504,861,1784,2986,2486,2084,1581,1837,1765,1769,1429,928,800,627,391,135,54,15,14
2019.3/4,광진구,구의1동,한국인,22395,557,476,489,849,1742,2922,2395,2029,1532,1765,1671,1626,1388,924,795,626,391,135,54,15,14
2019.3/4,광진구,구의1동,외국인,731,26,17,15,12,42,64,91,55,49,72,94,143,41,4,5,1,-,-,-,-,-
2019.3/4,광진구,구의2동,계,28032,942,1068,1143,1407,1750,2069,1996,2358,2136,2483,2362,2318,2021,1331,1118,754,467,196,62,25,26
2019.3/4,광진구,구의2동,한국인,27583,921,1028,1115,1390,1728,2020,1942,2289,2099,2451,2336,2286,2005,1329,1117,753,465,196,62,25,26
2019.3/4,광진구,구의2동,외국인,449,21,40,28,17,22,49,54,69,37,32,26,32,16,2,1,1,2,-,-,-,-
2019.3/4,광진구,구의3동,계,30179,1005,1091,1183,1550,2251,2635,2538,2400,2194,2668,2565,2416,2006,1258,914,710,445,226,94,20,10
2019.3/4,광진구,구의3동,한국인,29872,991,1084,1180,1540,2241,2606,2490,2376,2170,2634,2526,2375,1988,1252,914,710,445,226,94,20,10
2019.3/4,광진구,구의3동,외국인,307,14,7,3,10,10,29,48,24,24,34,39,41,18,6,-,-,-,-,-,-,-
2019.3/4,광진구,광장동,계,36180,1060,2406,3067,2694,2275,1957,1665,2504,3543,4462,3018,2298,1749,1110,768,710,516,245,97,26,10
2019.3/4,광진구,광장동,한국인,36007,1053,2397,3056,2687,2264,1930,1637,2485,3530,4448,3007,2292,1744,1107,767,710,516,244,97,26,10
2019.3/4,광진구,광장동,외국인,173,7,9,11,7,11,27,28,19,13,14,11,6,5,3,1,-,-,1,-,-,-
2019.3/4,광진구,자양1동,계,24229,600,635,738,938,1796,2660,2155,2034,1793,1955,2046,1990,1705,1085,805,697,367,140,63,15,12
2019.3/4,광진구,자양1동,한국인,23110,571,600,724,925,1703,2552,2061,1934,1704,1849,1887,1803,1641,1070,801,692,363,140,63,15,12
2019.3/4,광진구,자양1동,외국인,1119,29,35,14,13,93,108,94,100,89,106,159,187,64,15,4,5,4,-,-,-,-
2019.3/4,광진구,자양2동,계,27107,874,1022,905,1201,1791,2263,2122,2324,2100,2219,2244,2305,2098,1340,942,689,386,187,63,20,12
2019.3/4,광진구,자양2동,한국인,26685,856,1004,899,1195,1769,2233,2073,2281,2068,2174,2183,2248,2067,1336,942,689,386,187,63,20,12
2019.3/4,광진구,자양2동,외국인,422,18,18,6,6,22,30,49,43,32,45,61,57,31,4,-,-,-,-,-,-,-
2019.3/4,광진구,자양3동,계,29577,1182,1426,1341,1468,1894,2202,2112,2494,2290,2539,2370,2449,2090,1258,873,695,491,285,80,26,12
2019.3/4,광진구,자양3동,한국인,29290,1179,1422,1338,1462,1870,2168,2078,2463,2268,2505,2343,2414,2071,1251,869,695,491,285,80,26,12
2019.3/4,광진구,자양3동,외국인,287,3,4,3,6,24,34,34,31,22,34,27,35,19,7,4,-,-,-,-,-,-
2019.3/4,광진구,자양4동,계,23368,527,495,416,697,1882,2053,1824,1712,1444,1955,2229,2626,1983,1244,928,689,409,159,60,23,13
2019.3/4,광진구,자양4동,한국인,18747,415,395,378,607,1183,1642,1457,1432,1158,1519,1617,1828,1678,1177,919,684,405,158,60,22,13
2019.3/4,광진구,자양4동,외국인,4621,112,100,38,90,699,411,367,280,286,436,612,798,305,67,9,5,4,1,-,1,-
2019.3/4,동대문구,소계,계,363779,10831,11891,11384,15400,33246,32212,25556,28192,25176,28566,27949,28429,26183,18569,15199,12631,7399,3200,1117,377,272
2019.3/4,동대문구,소계,한국인,346551,10585,11739,11280,14383,25674,29212,24237,27446,24625,27971,27256,27685,25877,18464,15160,12617,7384,3193,1114,377,272
2019.3/4,동대문구,소계,외국인,17228,246,152,104,1017,7572,3000,1319,746,551,595,693,744,306,105,39,14,15,7,3,-,-
2019.3/4,동대문구,회기동,계,13337,229,326,298,707,3359,2037,953,777,701,690,614,603,545,417,360,347,220,86,47,11,10
2019.3/4,동대문구,회기동,한국인,10363,220,318,297,444,1471,1469,830,734,679,679,597,590,543,415,359,345,219,86,47,11,10
2019.3/4,동대문구,회기동,외국인,2974,9,8,1,263,1888,568,123,43,22,11,17,13,2,2,1,2,1,-,-,-,-
2019.3/4,동대문구,휘경1동,계,16537,405,342,317,789,2535,2000,1186,1151,907,1139,1242,1115,985,745,630,510,325,141,47,17,9
2019.3/4,동대문구,휘경1동,한국인,14540,394,337,315,601,1460,1600,1084,1106,874,1094,1217,1075,965,741,630,510,323,141,47,17,9
2019.3/4,동대문구,휘경1동,외국인,1997,11,5,2,188,1075,400,102,45,33,45,25,40,20,4,-,-,2,-,-,-,-
2019.3/4,동대문구,휘경2동,계,25176,655,797,955,1296,2915,2652,1621,1656,1645,2019,1861,1747,1657,1232,979,780,403,199,77,19,11
2019.3/4,동대문구,휘경2동,한국인,24470,636,786,947,1266,2654,2495,1540,1623,1618,2002,1845,1719,1642,1230,979,780,403,198,77,19,11
2019.3/4,동대문구,휘경2동,외국인,706,19,11,8,30,261,157,81,33,27,17,16,28,15,2,-,-,-,1,-,-,-
2019.3/4,동대문구,청량리동,계,22035,431,550,584,738,1304,1438,1302,1389,1257,1653,1884,2189,2155,1559,1316,1147,654,322,110,23,30
2019.3/4,동대문구,청량리동,한국인,21361,420,537,579,722,1209,1371,1237,1336,1219,1592,1790,2092,2122,1543,1312,1146,652,319,110,23,30
2019.3/4,동대문구,청량리동,외국인,674,11,13,5,16,95,67,65,53,38,61,94,97,33,16,4,1,2,3,-,-,-
2019.3/4,동대문구,용신동,계,32073,750,772,663,946,2540,3513,2804,2629,2150,2426,2391,2734,2329,1630,1356,1212,759,292,109,47,21
2019.3/4,동대문구,용신동,한국인,30552,710,743,644,922,2212,3316,2661,2526,2048,2315,2242,2558,2262,1610,1350,1210,757,290,108,47,21
2019.3/4,동대문구,용신동,외국인,1521,40,29,19,24,328,197,143,103,102,111,149,176,67,20,6,2,2,2,1,-,-
2019.3/4,동대문구,제기동,계,27630,544,624,620,1074,3313,2651,1894,1794,1542,1870,1975,2175,2161,1642,1346,1186,715,346,99,37,22
2019.3/4,동대문구,제기동,한국인,25079,524,609,607,879,1970,2232,1751,1708,1486,1814,1915,2085,2122,1630,1343,1186,714,346,99,37,22
2019.3/4,동대문구,제기동,외국인,2551,20,15,13,195,1343,419,143,86,56,56,60,90,39,12,3,-,1,-,-,-,-
2019.3/4,동대문구,전농1동,계,31096,1025,1007,870,1258,2316,2505,2096,2496,2111,2496,2529,2626,2455,1612,1356,1175,690,301,91,44,37
2019.3/4,동대문구,전농1동,한국인,30568,1010,998,862,1241,2227,2425,2036,2455,2074,2464,2475,2586,2431,1601,1350,1173,688,301,90,44,37
2019.3/4,동대문구,전농1동,외국인,528,15,9,8,17,89,80,60,41,37,32,54,40,24,11,6,2,2,-,1,-,-
2019.3/4,동대문구,전농2동,계,20341,573,832,828,1056,1536,1352,1110,1465,1485,1799,1702,1635,1490,1094,837,777,509,183,57,11,10
2019.3/4,동대문구,전농2동,한국인,19691,570,829,824,1029,1210,1254,1031,1421,1460,1782,1691,1628,1488,1091,836,777,509,183,57,11,10
2019.3/4,동대문구,전농2동,외국인,650,3,3,4,27,326,98,79,44,25,17,11,7,2,3,1,-,-,-,-,-,-
2019.3/4,동대문구,답십리1동,계,29939,1565,1337,975,1114,1864,2373,2649,3131,2404,2341,2264,2227,1827,1199,1013,802,497,221,76,31,29
2019.3/4,동대문구,답십리1동,한국인,29482,1542,1325,966,1107,1805,2302,2580,3089,2378,2302,2229,2186,1808,1196,1012,801,497,221,76,31,29
2019.3/4,동대문구,답십리1동,외국인,457,23,12,9,7,59,71,69,42,26,39,35,41,19,3,1,1,-,-,-,-,-
2019.3/4,동대문구,답십리2동,계,30439,1025,1001,993,1313,1843,2201,2132,2374,2182,2538,2640,2643,2338,1700,1334,1142,625,288,89,19,19
2019.3/4,동대문구,답십리2동,한국인,30101,1012,994,986,1307,1785,2161,2091,2344,2164,2506,2604,2610,2330,1693,1333,1142,625,288,88,19,19
2019.3/4,동대문구,답십리2동,외국인,338,13,7,7,6,58,40,41,30,18,32,36,33,8,7,1,-,-,-,1,-,-
2019.3/4,동대문구,장안1동,계,39351,1377,1414,1334,1463,2278,3098,3056,3572,3211,3356,3065,3256,3037,2083,1626,1129,578,263,90,44,21
2019.3/4,동대문구,장안1동,한국인,38703,1354,1397,1324,1455,2230,3014,2958,3510,3165,3284,2988,3201,3012,2073,1618,1127,575,263,90,44,21
2019.3/4,동대문구,장안1동,외국인,648,23,17,10,8,48,84,98,62,46,72,77,55,25,10,8,2,3,-,-,-,-
2019.3/4,동대문구,장안2동,계,31930,1257,1559,1415,1481,1754,2000,2088,2977,2772,2813,2485,2432,2319,1617,1252,903,482,192,86,33,13
2019.3/4,동대문구,장안2동,한국인,31630,1247,1553,1413,1473,1737,1957,2039,2941,2745,2790,2455,2397,2312,1612,1251,902,482,192,86,33,13
2019.3/4,동대문구,장안2동,외국인,300,10,6,2,8,17,43,49,36,27,23,30,35,7,5,1,1,-,-,-,-,-
2019.3/4,동대문구,이문1동,계,22622,383,492,601,1125,4201,2904,1469,1245,1249,1538,1451,1389,1326,908,809,749,475,179,73,23,33
2019.3/4,동대문구,이문1동,한국인,19233,356,480,591,910,2347,2198,1256,1162,1182,1482,1397,1337,1299,903,805,747,473,179,73,23,33
2019.3/4,동대문구,이문1동,외국인,3389,27,12,10,215,1854,706,213,83,67,56,54,52,27,5,4,2,2,-,-,-,-
2019.3/4,동대문구,이문2동,계,21273,612,838,931,1040,1488,1488,1196,1536,1560,1888,1846,1658,1559,1131,985,772,467,187,66,18,7
2019.3/4,동대문구,이문2동,한국인,20778,590,833,925,1027,1357,1418,1143,1491,1533,1865,1811,1621,1541,1126,982,771,467,186,66,18,7
2019.3/4,동대문구,이문2동,외국인,495,22,5,6,13,131,70,53,45,27,23,35,37,18,5,3,1,-,1,-,-,-
2019.3/4,중랑구,소계,계,403776,12143,13279,12783,16497,25487,32322,29280,31955,27618,32981,35217,37339,32426,21941,17147,13131,7413,3160,1149,328,180
2019.3/4,중랑구,소계,한국인,398812,11958,13133,12689,16394,25010,31702,28583,31456,27242,32537,34733,36828,32196,21880,17121,13126,7411,3156,1149,328,180
2019.3/4,중랑구,소계,외국인,4964,185,146,94,103,477,620,697,499,376,444,484,511,230,61,26,5,2,4,-,-,-
2019.3/4,중랑구,면목2동,계,26156,734,783,833,1043,1613,1949,1772,1987,1821,2251,2597,2569,2035,1429,1094,857,463,220,78,19,9
2019.3/4,중랑구,면목2동,한국인,25810,726,777,824,1035,1584,1912,1717,1947,1809,2221,2556,2522,2016,1425,1093,857,463,220,78,19,9
2019.3/4,중랑구,면목2동,외국인,346,8,6,9,8,29,37,55,40,12,30,41,47,19,4,1,-,-,-,-,-,-
2019.3/4,중랑구,면목4동,계,20237,606,639,611,779,1195,1543,1428,1663,1525,1665,1738,1744,1595,1182,1009,766,328,136,53,23,9
2019.3/4,중랑구,면목4동,한국인,19945,597,627,604,770,1186,1505,1383,1639,1500,1631,1711,1712,1582,1176,1009,765,327,136,53,23,9
2019.3/4,중랑구,면목4동,외국인,292,9,12,7,9,9,38,45,24,25,34,27,32,13,6,-,1,1,-,-,-,-
2019.3/4,중랑구,면목5동,계,9876,292,277,294,404,588,735,738,741,603,912,945,924,829,541,424,348,185,65,24,4,3
2019.3/4,중랑구,면목5동,한국인,9747,288,274,291,404,581,727,717,724,593,897,925,909,826,539,423,348,185,65,24,4,3
2019.3/4,중랑구,면목5동,외국인,129,4,3,3,-,7,8,21,17,10,15,20,15,3,2,1,-,-,-,-,-,-
2019.3/4,중랑구,면목7동,계,21913,617,620,548,796,1275,1803,1595,1616,1494,1747,1908,2122,1888,1353,1050,777,404,209,59,19,13
2019.3/4,중랑구,면목7동,한국인,21587,600,604,544,786,1261,1762,1534,1591,1466,1716,1877,2090,1876,1351,1049,776,404,209,59,19,13
2019.3/4,중랑구,면목7동,외국인,326,17,16,4,10,14,41,61,25,28,31,31,32,12,2,1,1,-,-,-,-,-
2019.3/4,중랑구,상봉1동,계,25629,960,1073,951,1235,1736,2112,1816,2040,1727,2045,2263,2352,1928,1130,888,707,420,164,67,14,1
2019.3/4,중랑구,상봉1동,한국인,25472,952,1069,949,1234,1728,2078,1791,2026,1711,2037,2248,2344,1919,1127,886,707,420,164,67,14,1
2019.3/4,중랑구,상봉1동,외국인,157,8,4,2,1,8,34,25,14,16,8,15,8,9,3,2,-,-,-,-,-,-
2019.3/4,중랑구,상봉2동,계,19728,499,392,349,575,1302,2456,2241,1796,1261,1452,1579,1651,1406,960,738,568,299,137,42,14,11
2019.3/4,중랑구,상봉2동,한국인,19394,485,388,344,573,1278,2405,2191,1758,1243,1424,1542,1610,1388,957,737,568,299,137,42,14,11
2019.3/4,중랑구,상봉2동,외국인,334,14,4,5,2,24,51,50,38,18,28,37,41,18,3,1,-,-,-,-,-,-
2019.3/4,중랑구,중화1동,계,21001,738,708,641,841,1297,1825,1674,1779,1415,1533,1720,1903,1703,1180,829,611,398,132,60,9,5
2019.3/4,중랑구,중화1동,한국인,20809,732,706,637,841,1287,1793,1648,1751,1395,1517,1702,1885,1695,1177,828,611,398,132,60,9,5
2019.3/4,중랑구,중화1동,외국인,192,6,2,4,-,10,32,26,28,20,16,18,18,8,3,1,-,-,-,-,-,-
2019.3/4,중랑구,중화2동,계,27994,651,588,554,925,1807,2266,2108,2053,1717,2248,2667,3001,2562,1571,1278,1068,586,222,87,20,15
2019.3/4,중랑구,중화2동,한국인,27431,638,573,542,915,1769,2219,2044,2001,1670,2189,2594,2923,2525,1562,1272,1068,585,220,87,20,15
2019.3/4,중랑구,중화2동,외국인,563,13,15,12,10,38,47,64,52,47,59,73,78,37,9,6,-,1,2,-,-,-
2019.3/4,중랑구,묵1동,계,36063,1218,1494,1526,1722,2275,2676,2527,2934,2851,3219,2778,2949,2547,1815,1443,1064,655,243,83,25,19
2019.3/4,중랑구,묵1동,한국인,35888,1216,1492,1524,1718,2250,2657,2498,2917,2832,3209,2764,2931,2541,1808,1443,1063,655,243,83,25,19
2019.3/4,중랑구,묵1동,외국인,175,2,2,2,4,25,19,29,17,19,10,14,18,6,7,-,1,-,-,-,-,-
2019.3/4,중랑구,묵2동,계,20094,640,614,628,727,1195,1698,1685,1702,1419,1586,1607,1754,1632,1173,830,660,337,134,53,11,9
2019.3/4,중랑구,묵2동,한국인,19850,631,606,623,722,1176,1675,1643,1686,1400,1561,1580,1730,1619,1166,829,659,337,134,53,11,9
2019.3/4,중랑구,묵2동,외국인,244,9,8,5,5,19,23,42,16,19,25,27,24,13,7,1,1,-,-,-,-,-
2019.3/4,중랑구,망우3동,계,18025,458,508,527,801,1195,1361,1132,1295,1095,1529,1753,1733,1564,1007,852,610,345,167,62,17,14
2019.3/4,중랑구,망우3동,한국인,17674,431,488,512,788,1156,1302,1075,1269,1072,1510,1732,1714,1555,1003,852,610,345,167,62,17,14
2019.3/4,중랑구,망우3동,외국인,351,27,20,15,13,39,59,57,26,23,19,21,19,9,4,-,-,-,-,-,-,-
2019.3/4,중랑구,신내1동,계,40738,1472,2379,1955,1919,2501,2730,2277,3268,3012,3175,3234,3588,3100,2007,1567,1201,768,365,154,51,15
2019.3/4,중랑구,신내1동,한국인,40594,1468,2372,1953,1917,2496,2711,2254,3241,3003,3160,3225,3575,3096,2003,1566,1201,768,365,154,51,15
2019.3/4,중랑구,신내1동,외국인,144,4,7,2,2,5,19,23,27,9,15,9,13,4,4,1,-,-,-,-,-,-
2019.3/4,중랑구,신내2동,계,22095,763,817,897,1054,1324,1412,1443,1766,1595,1868,1825,1931,1794,1236,910,683,460,221,71,20,5
2019.3/4,중랑구,신내2동,한국인,22016,763,816,897,1054,1318,1400,1429,1758,1587,1859,1816,1920,1793,1236,910,683,460,221,71,20,5
2019.3/4,중랑구,신내2동,외국인,79,-,1,-,-,6,12,14,8,8,9,9,11,1,-,-,-,-,-,-,-,-
2019.3/4,중랑구,면목본동,계,36247,1001,908,918,1356,2429,3155,2945,2947,2440,3056,3320,3377,2746,1922,1552,1171,628,257,66,30,23
2019.3/4,중랑구,면목본동,한국인,35405,976,887,907,1340,2274,3047,2851,2861,2388,2985,3251,3295,2699,1920,1549,1171,628,257,66,30,23
2019.3/4,중랑구,면목본동,외국인,842,25,21,11,16,155,108,94,86,52,71,69,82,47,2,3,-,-,-,-,-,-
2019.3/4,중랑구,면목3.8동,계,26729,662,657,680,1079,1802,2218,1865,2077,1674,2182,2427,2513,2297,1508,1295,958,516,207,87,15,10
2019.3/4,중랑구,면목3.8동,한국인,26296,644,643,675,1064,1738,2160,1818,2031,1638,2143,2394,2478,2283,1504,1291,957,516,207,87,15,10
2019.3/4,중랑구,면목3.8동,외국인,433,18,14,5,15,64,58,47,46,36,39,33,35,14,4,4,1,-,-,-,-,-
2019.3/4,중랑구,망우본동,계,31251,832,822,871,1241,1953,2383,2034,2291,1969,2513,2856,3228,2800,1927,1388,1082,621,281,103,37,19
2019.3/4,중랑구,망우본동,한국인,30894,811,811,863,1233,1928,2349,1990,2256,1935,2478,2816,3190,2783,1926,1384,1082,621,279,103,37,19
2019.3/4,중랑구,망우본동,외국인,357,21,11,8,8,25,34,44,35,34,35,40,38,17,1,4,-,-,2,-,-,-
2019.3/4,성북구,소계,계,454114,13817,17436,17835,22663,37559,35847,29449,34167,32994,40633,36054,34549,30907,21722,18033,15142,9247,3851,1450,401,358
2019.3/4,성북구,소계,한국인,441590,13639,17287,17738,21822,32154,33834,28313,33471,32546,40200,35641,34173,30724,21647,18003,15116,9234,3841,1450,400,357
2019.3/4,성북구,소계,외국인,12524,178,149,97,841,5405,2013,1136,696,448,433,413,376,183,75,30,26,13,10,-,1,1
2019.3/4,성북구,돈암1동,계,16048,434,497,622,900,1118,1103,1032,1073,998,1434,1475,1376,1236,877,702,570,358,172,49,11,11
2019.3/4,성북구,돈암1동,한국인,15936,431,496,622,900,1083,1085,1018,1065,989,1425,1469,1367,1236,877,702,570,358,172,49,11,11
2019.3/4,성북구,돈암1동,외국인,112,3,1,-,-,35,18,14,8,9,9,6,9,-,-,-,-,-,-,-,-,-
2019.3/4,성북구,돈암2동,계,25076,892,1368,1518,1508,1547,1470,1337,1868,2119,2681,2155,1895,1522,1003,785,635,430,232,84,16,11
2019.3/4,성북구,돈암2동,한국인,24976,890,1365,1514,1507,1537,1463,1322,1857,2109,2669,2146,1887,1519,1001,783,635,430,231,84,16,11
2019.3/4,성북구,돈암2동,외국인,100,2,3,4,1,10,7,15,11,10,12,9,8,3,2,2,-,-,1,-,-,-
2019.3/4,성북구,안암동,계,17877,287,267,340,823,3819,2839,1379,1034,833,1070,1147,1050,861,601,560,475,309,124,34,12,13
2019.3/4,성북구,안암동,한국인,15488,265,255,333,654,2417,2452,1232,946,786,1039,1114,1025,848,599,557,475,309,124,34,12,12
2019.3/4,성북구,안암동,외국인,2389,22,12,7,169,1402,387,147,88,47,31,33,25,13,2,3,-,-,-,-,-,1
2019.3/4,성북구,보문동,계,16839,579,509,445,653,1302,1736,1422,1481,1177,1433,1400,1263,1092,752,583,474,313,140,52,17,16
2019.3/4,성북구,보문동,한국인,16484,568,502,442,646,1228,1688,1382,1449,1152,1408,1368,1237,1078,743,581,474,313,140,52,17,16
2019.3/4,성북구,보문동,외국인,355,11,7,3,7,74,48,40,32,25,25,32,26,14,9,2,-,-,-,-,-,-
2019.3/4,성북구,정릉1동,계,19484,704,832,880,1091,1491,1238,1236,1592,1575,1829,1480,1405,1203,913,762,637,363,175,53,10,15
2019.3/4,성북구,정릉1동,한국인,18964,701,830,878,1036,1198,1180,1209,1574,1556,1812,1470,1399,1199,908,762,637,363,175,53,9,15
2019.3/4,성북구,정릉1동,외국인,520,3,2,2,55,293,58,27,18,19,17,10,6,4,5,-,-,-,-,-,1,-
2019.3/4,성북구,정릉2동,계,23974,787,882,859,1238,1757,1578,1408,1806,1696,2106,1899,1921,1911,1348,1060,866,542,194,85,14,17
2019.3/4,성북구,정릉2동,한국인,23684,786,879,857,1215,1632,1544,1381,1794,1685,2096,1891,1907,1902,1344,1058,863,540,194,85,14,17
2019.3/4,성북구,정릉2동,외국인,290,1,3,2,23,125,34,27,12,11,10,8,14,9,4,2,3,2,-,-,-,-
2019.3/4,성북구,정릉3동,계,17388,422,364,395,936,2490,1656,1178,1005,910,1209,1249,1195,1221,908,799,712,453,168,87,22,9
2019.3/4,성북구,정릉3동,한국인,15814,411,361,392,736,1583,1407,1081,968,885,1189,1235,1189,1220,908,799,711,453,168,87,22,9
2019.3/4,성북구,정릉3동,외국인,1574,11,3,3,200,907,249,97,37,25,20,14,6,1,-,-,1,-,-,-,-,-
2019.3/4,성북구,정릉4동,계,26898,891,1073,1034,1373,1835,1653,1604,2106,2017,2508,2160,2085,1988,1468,1197,988,565,214,98,23,18
2019.3/4,성북구,정릉4동,한국인,26493,888,1070,1032,1329,1671,1595,1578,2080,2006,2489,2139,2071,1979,1466,1197,987,564,213,98,23,18
2019.3/4,성북구,정릉4동,외국인,405,3,3,2,44,164,58,26,26,11,19,21,14,9,2,-,1,1,1,-,-,-
2019.3/4,성북구,길음1동,계,37263,1642,2737,2605,2294,1906,1657,1882,3404,3998,4194,2709,2097,1897,1279,1133,925,531,232,83,33,25
2019.3/4,성북구,길음1동,한국인,37045,1638,2725,2600,2284,1863,1646,1859,3375,3974,4172,2699,2090,1889,1272,1132,924,530,232,83,33,25
2019.3/4,성북구,길음1동,외국인,218,4,12,5,10,43,11,23,29,24,22,10,7,8,7,1,1,1,-,-,-,-
2019.3/4,성북구,길음2동,계,16545,674,710,608,779,1059,1114,1161,1424,1291,1558,1344,1296,1164,829,583,472,287,116,46,11,19
2019.3/4,성북구,길음2동,한국인,16400,672,708,606,779,1011,1098,1140,1410,1282,1553,1332,1290,1157,829,582,472,287,116,46,11,19
2019.3/4,성북구,길음2동,외국인,145,2,2,2,-,48,16,21,14,9,5,12,6,7,-,1,-,-,-,-,-,-
2019.3/4,성북구,월곡1동,계,27698,981,1358,1414,1360,1489,1673,1569,2190,2254,2657,2194,2143,2028,1401,1153,956,540,224,70,21,23
2019.3/4,성북구,월곡1동,한국인,27492,977,1353,1413,1356,1480,1648,1538,2158,2232,2638,2176,2117,2021,1399,1153,955,540,224,70,21,23
2019.3/4,성북구,월곡1동,외국인,206,4,5,1,4,9,25,31,32,22,19,18,26,7,2,-,1,-,-,-,-,-
2019.3/4,성북구,월곡2동,계,20571,606,703,694,850,1754,1974,1453,1538,1362,1682,1557,1550,1479,1063,838,725,443,198,75,15,12
2019.3/4,성북구,월곡2동,한국인,20009,578,689,689,841,1637,1848,1352,1486,1333,1657,1527,1541,1469,1059,838,724,442,197,75,15,12
2019.3/4,성북구,월곡2동,외국인,562,28,14,5,9,117,126,101,52,29,25,30,9,10,4,-,1,1,1,-,-,-
2019.3/4,성북구,장위1동,계,20857,469,599,691,1036,1546,1509,1284,1291,1386,1780,1994,2007,1693,1178,916,771,442,177,62,12,14
2019.3/4,성북구,장위1동,한국인,20645,462,596,688,1033,1533,1476,1248,1263,1359,1760,1983,1995,1683,1175,915,770,442,176,62,12,14
2019.3/4,성북구,장위1동,외국인,212,7,3,3,3,13,33,36,28,27,20,11,12,10,3,1,1,-,1,-,-,-
