기간,자치구,행정동,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2019.3/4,금천구,시흥1동,계,37034,1148,1200,1108,1471,2216,3005,2656,2854,2606,3202,3331,3612,2893,1892,1574,1187,623,308,102,25,21
2019.3/4,금천구,시흥1동,한국인,34602,1042,1106,1078,1456,2175,2901,2447,2641,2404,2874,2952,3165,2684,1847,1567,1187,622,307,101,25,21
2019.3/4,금천구,시흥1동,외국인,2432,106,94,30,15,41,104,209,213,202,328,379,447,209,45,7,-,1,1,1,-,-
2019.3/4,금천구,시흥2동,계,22735,726,1041,1115,1197,1351,1307,1174,1566,1734,2041,1957,1984,1848,1184,990,754,457,180,68,25,36
2019.3/4,금천구,시흥2동,한국인,22620,725,1040,1114,1195,1348,1297,1161,1555,1717,2019,1943,1972,1844,1181,990,753,457,180,68,25,36
2019.3/4,금천구,시흥2동,외국인,115,1,1,1,2,3,10,13,11,17,22,14,12,4,3,-,1,-,-,-,-,-
2019.3/4,금천구,시흥3동,계,11598,319,349,331,432,730,801,762,825,703,932,1000,1164,1052,799,555,464,231,96,41,9,3
2019.3/4,금천구,시흥3동,한국인,11444,313,346,331,431,723,789,745,813,693,913,976,1137,1041,795,554,464,231,96,41,9,3
2019.3/4,금천구,시흥3동,외국인,154,6,3,-,1,7,12,17,12,10,19,24,27,11,4,1,-,-,-,-,-,-
2019.3/4,금천구,시흥4동,계,22246,616,739,747,959,1317,1634,1436,1528,1439,1834,2074,2285,1933,1324,1009,738,387,171,45,17,14
2019.3/4,금천구,시흥4동,한국인,21402,578,703,727,950,1307,1585,1339,1449,1366,1761,1944,2144,1864,1311,1004,738,386,170,45,17,14
2019.3/4,금천구,시흥4동,외국인,844,38,36,20,9,10,49,97,79,73,73,130,141,69,13,5,-,1,1,-,-,-
2019.3/4,금천구,시흥5동,계,21031,531,583,652,959,1294,1443,1193,1376,1355,1890,1923,2026,1774,1291,1024,876,536,213,59,16,17
2019.3/4,금천구,시흥5동,한국인,20291,497,554,631,952,1276,1412,1115,1323,1291,1800,1808,1897,1721,1275,1023,876,535,213,59,16,17
2019.3/4,금천구,시흥5동,외국인,740,34,29,21,7,18,31,78,53,64,90,115,129,53,16,1,-,1,-,-,-,-
2019.3/4,영등포구,소계,계,402478,14324,13556,11903,14238,22860,36245,36919,35565,29276,33323,33250,35234,28435,18831,14955,11502,7216,3132,1115,334,265
2019.3/4,영등포구,소계,한국인,368402,13120,12619,11355,13894,22019,34554,33630,32711,26525,29165,27858,28690,25836,18232,14793,11430,7167,3111,1101,328,264
2019.3/4,영등포구,소계,외국인,34076,1204,937,548,344,841,1691,3289,2854,2751,4158,5392,6544,2599,599,162,72,49,21,14,6,1
2019.3/4,영등포구,여의동,계,34576,1368,1754,1479,1438,1780,2337,2544,2990,2764,2816,2581,2532,2331,1658,1502,1193,874,427,134,51,23
2019.3/4,영등포구,여의동,한국인,34196,1345,1737,1469,1434,1766,2297,2478,2948,2729,2780,2549,2514,2316,1643,1496,1189,872,427,134,50,23
2019.3/4,영등포구,여의동,외국인,380,23,17,10,4,14,40,66,42,35,36,32,18,15,15,6,4,2,-,-,1,-
2019.3/4,영등포구,당산1동,계,21509,799,535,465,687,1288,2267,2341,2038,1527,1621,1572,1639,1559,1088,812,620,403,158,56,19,15
2019.3/4,영등포구,당산1동,한국인,20972,790,527,457,672,1256,2218,2271,1994,1486,1561,1515,1561,1513,1074,808,619,402,158,56,19,15
2019.3/4,영등포구,당산1동,외국인,537,9,8,8,15,32,49,70,44,41,60,57,78,46,14,4,1,1,-,-,-,-
2019.3/4,영등포구,당산2동,계,36238,1382,1341,1157,1177,2476,4813,4184,3635,2538,2489,2334,2418,2040,1437,1068,780,545,267,98,30,29
2019.3/4,영등포구,당산2동,한국인,35787,1379,1337,1153,1172,2415,4727,4133,3586,2520,2454,2284,2376,2018,1426,1061,777,545,267,98,30,29
2019.3/4,영등포구,당산2동,외국인,451,3,4,4,5,61,86,51,49,18,35,50,42,22,11,7,3,-,-,-,-,-
2019.3/4,영등포구,양평1동,계,18251,819,598,472,594,973,1837,2360,2112,1547,1339,1114,1112,971,791,593,511,301,129,54,16,8
2019.3/4,영등포구,양평1동,한국인,17898,814,589,469,589,945,1759,2308,2071,1514,1326,1093,1084,951,787,588,506,300,127,54,16,8
2019.3/4,영등포구,양평1동,외국인,353,5,9,3,5,28,78,52,41,33,13,21,28,20,4,5,5,1,2,-,-,-
2019.3/4,영등포구,양평2동,계,22886,1028,807,776,1001,1451,2302,2766,2330,1725,1827,1647,1504,1323,786,633,446,307,160,48,15,4
2019.3/4,영등포구,양평2동,한국인,22628,1024,804,776,997,1414,2254,2714,2300,1711,1810,1633,1487,1311,783,632,445,306,160,48,15,4
2019.3/4,영등포구,양평2동,외국인,258,4,3,-,4,37,48,52,30,14,17,14,17,12,3,1,1,1,-,-,-,-
2019.3/4,영등포구,신길1동,계,19730,409,430,408,653,1199,2206,1849,1522,1304,1662,1604,1814,1454,965,838,701,417,196,54,24,21
2019.3/4,영등포구,신길1동,한국인,17600,336,375,371,636,1143,2115,1660,1341,1126,1388,1272,1416,1281,916,823,695,413,194,54,24,21
2019.3/4,영등포구,신길1동,외국인,2130,73,55,37,17,56,91,189,181,178,274,332,398,173,49,15,6,4,2,-,-,-
2019.3/4,영등포구,신길3동,계,18703,693,683,584,702,1020,1302,1311,1491,1327,1600,1762,1817,1486,998,752,603,339,155,58,13,7
2019.3/4,영등포구,신길3동,한국인,17297,635,628,566,689,999,1242,1184,1373,1218,1432,1513,1550,1376,979,746,599,335,155,58,13,7
2019.3/4,영등포구,신길3동,외국인,1406,58,55,18,13,21,60,127,118,109,168,249,267,110,19,6,4,4,-,-,-,-
2019.3/4,영등포구,신길4동,계,10082,188,220,312,360,620,728,632,628,635,892,996,1136,949,542,499,359,229,96,34,12,15
2019.3/4,영등포구,신길4동,한국인,9017,155,191,296,351,607,689,545,546,534,750,811,917,874,520,495,353,228,95,33,12,15
2019.3/4,영등포구,신길4동,외국인,1065,33,29,16,9,13,39,87,82,101,142,185,219,75,22,4,6,1,1,1,-,-
2019.3/4,영등포구,신길5동,계,10858,251,286,318,414,598,694,643,714,757,1019,1095,1261,941,662,491,351,225,85,33,5,15
2019.3/4,영등포구,신길5동,한국인,9170,187,253,294,400,563,630,489,597,617,771,823,908,815,636,484,349,219,83,32,5,15
2019.3/4,영등포구,신길5동,외국인,1688,64,33,24,14,35,64,154,117,140,248,272,353,126,26,7,2,6,2,1,-,-
2019.3/4,영등포구,신길6동,계,19593,601,606,537,726,1239,1807,1678,1509,1323,1559,1660,1759,1505,1059,806,602,378,150,59,17,13
2019.3/4,영등포구,신길6동,한국인,18309,556,573,511,715,1212,1760,1563,1419,1231,1394,1434,1498,1398,1039,797,601,375,147,58,15,13
2019.3/4,영등포구,신길6동,외국인,1284,45,33,26,11,27,47,115,90,92,165,226,261,107,20,9,1,3,3,1,2,-
2019.3/4,영등포구,신길7동,계,17092,815,865,663,907,1104,1303,1291,1621,1345,1477,1399,1213,1086,662,538,393,247,105,37,11,10
2019.3/4,영등포구,신길7동,한국인,16873,805,855,661,903,1096,1285,1262,1596,1330,1458,1367,1185,1072,659,537,393,247,104,37,11,10
2019.3/4,영등포구,신길7동,외국인,219,10,10,2,4,8,18,29,25,15,19,32,28,14,3,1,-,-,1,-,-,-
2019.3/4,영등포구,대림1동,계,16499,422,385,428,568,937,1243,1125,1085,1130,1529,1699,1903,1310,895,726,595,310,133,49,11,16
2019.3/4,영등포구,대림1동,한국인,12968,273,267,347,517,881,1125,775,774,797,1084,1124,1277,1077,833,711,592,308,131,48,11,16
2019.3/4,영등포구,대림1동,외국인,3531,149,118,81,51,56,118,350,311,333,445,575,626,233,62,15,3,2,2,1,-,-
2019.3/4,영등포구,대림2동,계,21705,584,526,411,482,888,1576,1656,1610,1533,2181,2573,3073,1742,926,816,598,347,124,43,9,7
2019.3/4,영등포구,대림2동,한국인,12770,282,275,275,405,750,1219,870,862,788,1028,1121,1202,1020,792,783,584,340,119,40,9,6
2019.3/4,영등포구,대림2동,외국인,8935,302,251,136,77,138,357,786,748,745,1153,1452,1871,722,134,33,14,7,5,3,-,1
2019.3/4,영등포구,대림3동,계,28879,930,802,823,986,1586,1966,2274,2248,1899,2646,2959,3320,2355,1417,1094,812,491,192,61,15,3
2019.3/4,영등포구,대림3동,한국인,23902,739,674,727,951,1492,1749,1788,1822,1505,2027,2127,2334,1994,1342,1072,804,487,191,60,14,3
2019.3/4,영등포구,대림3동,외국인,4977,191,128,96,35,94,217,486,426,394,619,832,986,361,75,22,8,4,1,1,1,-
2019.3/4,영등포구,영등포본동,계,24989,893,879,639,923,1305,1722,1830,2052,1759,2172,2351,2583,2099,1292,991,746,456,183,73,28,13
2019.3/4,영등포구,영등포본동,한국인,22052,800,791,599,890,1250,1631,1564,1829,1544,1828,1850,1913,1854,1239,982,742,450,182,73,28,13
2019.3/4,영등포구,영등포본동,외국인,2937,93,88,40,33,55,91,266,223,215,344,501,670,245,53,9,4,6,1,-,-,-
2019.3/4,영등포구,영등포동,계,27149,787,514,390,581,1729,4263,3840,2694,1679,1801,1815,1982,1763,1154,845,656,369,173,75,14,25
2019.3/4,영등포구,영등포동,한국인,26428,775,508,382,567,1628,4139,3733,2619,1638,1742,1759,1905,1737,1144,843,654,369,173,75,13,25
2019.3/4,영등포구,영등포동,외국인,721,12,6,8,14,101,124,107,75,41,59,56,77,26,10,2,2,-,-,-,1,-
2019.3/4,영등포구,도림동,계,21778,794,576,471,641,1117,1767,1996,1965,1515,1967,2011,2151,1557,1037,820,696,430,179,55,17,16
2019.3/4,영등포구,도림동,한국인,18788,668,490,438,610,1066,1636,1720,1737,1296,1621,1518,1561,1278,967,806,689,426,178,50,17,16
2019.3/4,영등포구,도림동,외국인,2990,126,86,33,31,51,131,276,228,219,346,493,590,279,70,14,7,4,1,5,-,-
2019.3/4,영등포구,문래동,계,31961,1561,1749,1570,1398,1550,2112,2599,3321,2969,2726,2078,2017,1964,1462,1131,840,548,220,94,27,25
2019.3/4,영등포구,문래동,한국인,31747,1557,1745,1564,1396,1536,2079,2573,3297,2941,2711,2065,2002,1951,1453,1129,839,545,220,93,26,25
2019.3/4,영등포구,문래동,외국인,214,4,4,6,2,14,33,26,24,28,15,13,15,13,9,2,1,3,-,1,1,-
2019.3/4,동작구,소계,계,410487,13047,14392,13492,16969,31934,39726,33238,33566,29717,32507,30635,31770,27887,19775,16390,12620,7499,3381,1297,355,290
2019.3/4,동작구,소계,한국인,397618,12813,14209,13399,16483,28712,38065,32128,32803,29075,31616,29447,30226,27272,19625,16352,12600,7480,3375,1296,355,287
2019.3/4,동작구,소계,외국인,12869,234,183,93,486,3222,1661,1110,763,642,891,1188,1544,615,150,38,20,19,6,1,-,3
2019.3/4,동작구,노량진2동,계,13954,230,236,240,436,902,1509,1119,989,764,1018,1261,1488,1175,809,668,564,322,137,60,13,14
2019.3/4,동작구,노량진2동,한국인,12936,201,215,231,427,864,1426,1015,906,701,917,1106,1268,1096,793,664,562,320,137,60,13,14
2019.3/4,동작구,노량진2동,외국인,1018,29,21,9,9,38,83,104,83,63,101,155,220,79,16,4,2,2,-,-,-,-
2019.3/4,동작구,상도1동,계,48372,1544,1781,1600,2060,6305,5285,3426,3574,3341,3423,3285,3230,2966,2042,1773,1256,845,403,155,48,30
2019.3/4,동작구,상도1동,한국인,46051,1527,1774,1598,1900,4958,4831,3282,3523,3309,3395,3266,3204,2948,2035,1770,1255,843,402,155,48,28
2019.3/4,동작구,상도1동,외국인,2321,17,7,2,160,1347,454,144,51,32,28,19,26,18,7,3,1,2,1,-,-,2
2019.3/4,동작구,상도2동,계,29396,1222,1245,947,1112,2016,2647,2428,2721,2273,2358,2131,2160,1911,1325,1109,850,541,260,82,34,24
2019.3/4,동작구,상도2동,한국인,29016,1217,1243,943,1104,1954,2603,2390,2682,2248,2336,2090,2116,1884,1311,1108,848,540,259,82,34,24
2019.3/4,동작구,상도2동,외국인,380,5,2,4,8,62,44,38,39,25,22,41,44,27,14,1,2,1,1,-,-,-
2019.3/4,동작구,상도3동,계,26111,788,712,757,1079,1751,2599,2310,2193,1859,2117,2017,2006,1803,1270,1121,899,509,199,88,22,12
2019.3/4,동작구,상도3동,한국인,25694,769,701,754,1073,1721,2552,2266,2146,1837,2071,1964,1953,1779,1261,1119,899,508,199,88,22,12
2019.3/4,동작구,상도3동,외국인,417,19,11,3,6,30,47,44,47,22,46,53,53,24,9,2,-,1,-,-,-,-
2019.3/4,동작구,상도4동,계,30107,970,1008,932,1196,1983,2729,2615,2572,2207,2414,2326,2423,2091,1477,1247,942,606,259,85,13,12
2019.3/4,동작구,상도4동,한국인,29677,959,993,926,1190,1948,2693,2554,2542,2168,2379,2269,2356,2072,1470,1242,941,606,259,85,13,12
2019.3/4,동작구,상도4동,외국인,430,11,15,6,6,35,36,61,30,39,35,57,67,19,7,5,1,-,-,-,-,-
2019.3/4,동작구,사당1동,계,24139,510,452,387,660,1798,3518,2794,2216,1535,1514,1586,1930,1746,1261,1045,655,324,131,56,15,6
2019.3/4,동작구,사당1동,한국인,23463,496,443,383,652,1758,3442,2727,2166,1500,1443,1495,1796,1683,1252,1044,654,321,131,56,15,6
2019.3/4,동작구,사당1동,외국인,676,14,9,4,8,40,76,67,50,35,71,91,134,63,9,1,1,3,-,-,-,-
2019.3/4,동작구,사당3동,계,26276,1080,1221,855,871,1578,2091,2000,2465,2074,1960,1847,2099,1949,1471,1163,825,426,181,73,28,19
2019.3/4,동작구,사당3동,한국인,25973,1076,1217,850,868,1554,2049,1961,2444,2046,1930,1815,2047,1934,1471,1163,823,425,181,72,28,19
2019.3/4,동작구,사당3동,외국인,303,4,4,5,3,24,42,39,21,28,30,32,52,15,-,-,2,1,-,1,-,-
2019.3/4,동작구,사당4동,계,14902,460,362,343,498,983,1627,1387,1304,1039,1124,1029,1202,1113,790,725,479,264,104,48,16,5
2019.3/4,동작구,사당4동,한국인,14698,460,358,342,498,955,1589,1360,1279,1026,1113,1007,1179,1104,788,724,479,264,104,48,16,5
2019.3/4,동작구,사당4동,외국인,204,-,4,1,-,28,38,27,25,13,11,22,23,9,2,1,-,-,-,-,-,-
2019.3/4,동작구,사당5동,계,12957,446,475,467,493,836,1188,1079,1118,1024,1020,978,1021,847,674,505,406,224,97,38,10,11
2019.3/4,동작구,사당5동,한국인,12826,446,474,466,489,821,1168,1058,1109,1016,1005,964,1008,841,670,505,406,224,97,38,10,11
2019.3/4,동작구,사당5동,외국인,131,-,1,1,4,15,20,21,9,8,15,14,13,6,4,-,-,-,-,-,-,-
2019.3/4,동작구,대방동,계,40244,1021,1574,2005,2501,2934,3655,2896,2926,3201,3913,3204,2793,2302,1703,1355,1073,692,332,121,21,22
2019.3/4,동작구,대방동,한국인,39798,1012,1568,1998,2492,2908,3605,2845,2884,3170,3863,3154,2722,2273,1698,1350,1072,690,330,121,21,22
2019.3/4,동작구,대방동,외국인,446,9,6,7,9,26,50,51,42,31,50,50,71,29,5,5,1,2,2,-,-,-
2019.3/4,동작구,신대방1동,계,26747,789,1094,1296,1453,1604,1836,1687,1896,2170,2710,2394,2423,1921,1151,883,715,432,187,83,18,5
2019.3/4,동작구,신대방1동,한국인,23970,702,1022,1259,1438,1539,1722,1471,1692,1939,2361,1921,1827,1676,1095,875,709,429,187,83,18,5
2019.3/4,동작구,신대방1동,외국인,2777,87,72,37,15,65,114,216,204,231,349,473,596,245,56,8,6,3,-,-,-,-
2019.3/4,동작구,신대방2동,계,20726,704,900,903,905,1364,2115,1732,1787,1628,1774,1444,1385,1212,906,773,636,358,125,49,13,13
2019.3/4,동작구,신대방2동,한국인,20431,696,895,902,903,1338,2095,1707,1760,1608,1741,1407,1323,1188,902,773,636,358,124,49,13,13
2019.3/4,동작구,신대방2동,외국인,295,8,5,1,2,26,20,25,27,20,33,37,62,24,4,-,-,-,1,-,-,-
2019.3/4,동작구,흑석동,계,35482,1214,1283,1008,1530,3953,3248,2465,2756,2395,2624,2635,2666,2237,1636,1354,1159,726,358,140,41,54
2019.3/4,동작구,흑석동,한국인,32849,1199,1275,1008,1294,2525,2693,2287,2696,2366,2603,2600,2628,2221,1633,1349,1157,723,358,140,41,53
2019.3/4,동작구,흑석동,외국인,2633,15,8,-,236,1428,555,178,60,29,21,35,38,16,3,5,2,3,-,-,-,1
2019.3/4,동작구,노량진1동,계,32603,1032,1090,954,1197,2314,3391,2851,2596,2125,2363,2363,2597,2365,1661,1335,1135,720,330,125,28,31
2019.3/4,동작구,노량진1동,한국인,32261,1024,1084,948,1185,2272,3352,2809,2560,2097,2339,2326,2558,2353,1653,1334,1134,719,330,125,28,31
2019.3/4,동작구,노량진1동,외국인,342,8,6,6,12,42,39,42,36,28,24,37,39,12,8,1,1,1,-,-,-,-
2019.3/4,동작구,사당2동,계,28471,1037,959,798,978,1613,2288,2449,2453,2082,2175,2135,2347,2249,1599,1334,1026,510,278,94,35,32
2019.3/4,동작구,사당2동,한국인,27975,1029,947,791,970,1597,2245,2396,2414,2044,2120,2063,2241,2220,1593,1332,1025,510,277,94,35,32
2019.3/4,동작구,사당2동,외국인,496,8,12,7,8,16,43,53,39,38,55,72,106,29,6,2,1,-,1,-,-,-
2019.3/4,관악구,소계,계,519953,12621,13931,13634,18223,41934,69379,50307,42829,34908,39138,36826,38043,33662,24742,20415,15720,8454,3318,1223,340,306
2019.3/4,관악구,소계,한국인,502117,12074,13538,13420,17944,40381,67192,48260,41368,33756,37502,34677,35360,32539,24476,20336,15695,8431,3306,1217,339,306
2019.3/4,관악구,소계,외국인,17836,547,393,214,279,1553,2187,2047,1461,1152,1636,2149,2683,1123,266,79,25,23,12,6,1,-
2019.3/4,관악구,보라매동,계,26688,789,704,691,966,2193,3063,2480,2227,1733,1894,1846,2013,1934,1329,1192,859,453,222,75,16,9
2019.3/4,관악구,보라매동,한국인,25176,733,688,668,929,1811,2842,2265,2098,1659,1813,1754,1903,1886,1311,1187,858,452,221,73,16,9
2019.3/4,관악구,보라매동,외국인,1512,56,16,23,37,382,221,215,129,74,81,92,110,48,18,5,1,1,1,2,-,-
2019.3/4,관악구,청림동,계,16331,836,698,591,634,926,1084,1189,1594,1381,1321,1194,1192,1079,833,652,546,353,145,51,10,22
2019.3/4,관악구,청림동,한국인,16185,826,696,591,633,904,1056,1169,1579,1373,1314,1189,1178,1069,829,652,546,353,145,51,10,22
2019.3/4,관악구,청림동,외국인,146,10,2,-,1,22,28,20,15,8,7,5,14,10,4,-,-,-,-,-,-,-
2019.3/4,관악구,행운동,계,30276,684,689,638,860,2434,5154,3645,2622,1925,1978,1774,1957,1798,1364,1238,820,423,179,60,18,16
2019.3/4,관악구,행운동,한국인,29724,672,669,631,856,2394,5057,3563,2579,1881,1937,1725,1883,1769,1358,1236,820,421,179,60,18,16
2019.3/4,관악구,행운동,외국인,552,12,20,7,4,40,97,82,43,44,41,49,74,29,6,2,-,2,-,-,-,-
2019.3/4,관악구,낙성대동,계,17736,412,481,382,557,1964,3583,2298,1502,1088,1064,892,850,747,599,511,441,230,85,27,14,9
2019.3/4,관악구,낙성대동,한국인,16953,386,457,376,542,1847,3390,2162,1420,1036,1026,855,817,729,599,508,439,229,85,27,14,9
2019.3/4,관악구,낙성대동,외국인,783,26,24,6,15,117,193,136,82,52,38,37,33,18,-,3,2,1,-,-,-,-
2019.3/4,관악구,중앙동,계,15782,236,235,262,490,1533,2829,1843,1224,874,980,1041,1035,919,720,602,536,265,112,28,10,8
2019.3/4,관악구,중앙동,한국인,15344,231,229,257,482,1504,2778,1789,1197,845,931,987,956,889,711,600,536,264,112,28,10,8
2019.3/4,관악구,중앙동,외국인,438,5,6,5,8,29,51,54,27,29,49,54,79,30,9,2,-,1,-,-,-,-
2019.3/4,관악구,인헌동,계,27200,643,749,758,1028,2092,3818,2977,2300,1880,2032,1849,1772,1610,1243,973,818,430,148,56,16,8
2019.3/4,관악구,인헌동,한국인,26799,631,737,755,1023,2056,3745,2918,2250,1849,2002,1826,1731,1597,1234,971,818,429,147,56,16,8
2019.3/4,관악구,인헌동,외국인,401,12,12,3,5,36,73,59,50,31,30,23,41,13,9,2,-,1,1,-,-,-
2019.3/4,관악구,남현동,계,19032,600,573,392,539,1423,2551,2251,1727,1221,1240,1332,1379,1232,899,721,543,244,108,43,11,3
2019.3/4,관악구,남현동,한국인,18821,598,573,388,537,1404,2528,2228,1706,1206,1213,1303,1352,1220,893,721,543,243,108,43,11,3
2019.3/4,관악구,남현동,외국인,211,2,-,4,2,19,23,23,21,15,27,29,27,12,6,-,-,1,-,-,-,-
2019.3/4,관악구,서원동,계,24095,436,420,349,621,2251,4297,2885,2125,1436,1521,1551,1625,1467,1050,836,682,368,117,36,13,9
2019.3/4,관악구,서원동,한국인,23233,406,404,345,610,2187,4160,2759,2052,1385,1458,1452,1515,1403,1042,833,681,367,117,35,13,9
2019.3/4,관악구,서원동,외국인,862,30,16,4,11,64,137,126,73,51,63,99,110,64,8,3,1,1,-,1,-,-
2019.3/4,관악구,신원동,계,19892,417,391,395,565,1571,2873,2004,1548,1216,1458,1466,1552,1360,958,850,691,371,121,48,25,12
2019.3/4,관악구,신원동,한국인,18612,370,360,383,557,1531,2788,1876,1449,1137,1311,1245,1302,1254,943,841,690,371,119,48,25,12
2019.3/4,관악구,신원동,외국인,1280,47,31,12,8,40,85,128,99,79,147,221,250,106,15,9,1,-,2,-,-,-
2019.3/4,관악구,서림동,계,24485,484,518,505,742,2271,3762,2686,2180,1564,1771,1585,1644,1477,1149,871,685,351,145,63,14,18
2019.3/4,관악구,서림동,한국인,23852,474,513,497,698,2135,3590,2602,2145,1547,1739,1553,1600,1466,1148,869,685,351,145,63,14,18
2019.3/4,관악구,서림동,외국인,633,10,5,8,44,136,172,84,35,17,32,32,44,11,1,2,-,-,-,-,-,-
2019.3/4,관악구,신사동,계,26161,574,567,578,810,2169,3660,2542,2065,1674,2110,2126,2341,1635,1130,899,695,351,150,59,14,12
2019.3/4,관악구,신사동,한국인,23017,456,458,529,787,2097,3505,2268,1813,1451,1721,1647,1671,1391,1061,890,693,348,149,57,13,12
2019.3/4,관악구,신사동,외국인,3144,118,109,49,23,72,155,274,252,223,389,479,670,244,69,9,2,3,1,2,1,-
2019.3/4,관악구,신림동,계,22574,280,205,173,363,2619,5776,3629,2306,1345,1167,987,960,883,627,531,397,198,76,29,8,15
2019.3/4,관악구,신림동,한국인,21713,261,196,167,356,2552,5638,3518,2220,1294,1101,875,862,833,610,516,396,194,72,29,8,15
2019.3/4,관악구,신림동,외국인,861,19,9,6,7,67,138,111,86,51,66,112,98,50,17,15,1,4,4,-,-,-
2019.3/4,관악구,난향동,계,16436,558,813,741,809,893,884,864,1308,1475,1671,1315,1308,1164,896,711,550,277,118,49,17,15
2019.3/4,관악구,난향동,한국인,16314,550,808,740,808,890,878,844,1289,1463,1664,1304,1291,1156,894,711,549,277,118,48,17,15
2019.3/4,관악구,난향동,외국인,122,8,5,1,1,3,6,20,19,12,7,11,17,8,2,-,1,-,-,1,-,-
2019.3/4,관악구,조원동,계,19671,443,459,450,500,1394,2655,2024,1659,1269,1468,1594,1796,1373,889,678,525,309,117,51,9,9
2019.3/4,관악구,조원동,한국인,17572,364,414,421,482,1345,2537,1852,1520,1116,1213,1217,1337,1214,856,673,520,305,117,51,9,9
2019.3/4,관악구,조원동,외국인,2099,79,45,29,18,49,118,172,139,153,255,377,459,159,33,5,5,4,-,-,-,-
2019.3/4,관악구,대학동,계,24603,372,461,432,705,2699,4231,2788,2140,1731,1907,1658,1533,1281,864,708,555,347,125,47,7,12
2019.3/4,관악구,대학동,한국인,23675,361,458,430,662,2447,3922,2639,2082,1701,1890,1640,1510,1272,862,707,554,347,125,47,7,12
2019.3/4,관악구,대학동,외국인,928,11,3,2,43,252,309,149,58,30,17,18,23,9,2,1,1,-,-,-,-,-
2019.3/4,관악구,은천동,계,35505,1102,1406,1372,1354,2187,3382,2883,3055,2765,2919,2561,2659,2389,1872,1473,1178,593,230,86,22,17
2019.3/4,관악구,은천동,한국인,34804,1084,1393,1362,1343,2159,3327,2813,2997,2701,2841,2462,2544,2337,1854,1465,1175,592,230,86,22,17
2019.3/4,관악구,은천동,외국인,701,18,13,10,11,28,55,70,58,64,78,99,115,52,18,8,3,1,-,-,-,-
2019.3/4,관악구,성현동,계,32323,996,1296,1506,1787,1993,2053,1901,2454,2538,3140,2634,2429,2247,1676,1445,1160,655,269,89,28,27
2019.3/4,관악구,성현동,한국인,32102,989,1289,1503,1785,1986,2038,1872,2429,2520,3119,2606,2395,2229,1674,1441,1159,655,269,89,28,27
2019.3/4,관악구,성현동,외국인,221,7,7,3,2,7,15,29,25,18,21,28,34,18,2,4,1,-,-,-,-,-
2019.3/4,관악구,청룡동,계,33607,625,662,683,1082,3707,6721,3764,2561,1899,2085,1970,2014,1835,1339,1163,810,436,156,58,17,20
2019.3/4,관악구,청룡동,한국인,32166,595,640,670,1058,3577,6520,3625,2450,1820,1962,1795,1770,1717,1316,1159,807,436,154,58,17,20
2019.3/4,관악구,청룡동,외국인,1441,30,22,13,24,130,201,139,111,79,123,175,244,118,23,4,3,-,2,-,-,-
2019.3/4,관악구,난곡동,계,29173,748,856,878,1252,1923,2406,1950,2128,1938,2439,2570,2782,2310,1632,1399,1060,570,221,80,18,13
2019.3/4,관악구,난곡동,한국인,28574,734,841,869,1245,1895,2369,1880,2076,1894,2371,2496,2678,2246,1624,1397,1060,567,221,80,18,13
2019.3/4,관악구,난곡동,외국인,599,14,15,9,7,28,37,70,52,44,68,74,104,64,8,2,-,3,-,-,-,-
2019.3/4,관악구,삼성동,계,25454,481,611,726,1087,1493,1713,1420,1627,1618,2222,2189,2427,2339,1702,1502,1160,684,278,118,30,27
2019.3/4,관악구,삼성동,한국인,25265,474,600,723,1086,1487,1697,1401,1603,1602,2210,2160,2396,2328,1701,1501,1159,684,278,118,30,27
2019.3/4,관악구,삼성동,외국인,189,7,11,3,1,6,16,19,24,16,12,29,31,11,1,1,1,-,-,-,-,-
2019.3/4,관악구,미성동,계,32929,905,1137,1132,1472,2199,2884,2284,2477,2338,2751,2692,2775,2583,1971,1460,1009,546,196,70,23,25
2019.3/4,관악구,미성동,한국인,32216,879,1115,1115,1465,2173,2827,2217,2414,2276,2666,2586,2669,2534,1956,1458,1007,546,195,70,23,25
2019.3/4,관악구,미성동,외국인,713,26,22,17,7,26,57,67,63,62,85,106,106,49,15,2,2,-,1,-,-,-
2019.3/4,서초구,소계,계,435258,14938,21587,22429,23768,26071,31452,31464,37087,37286,42336,33639,29648,27098,19202,15736,10575,6113,2866,1347,413,203
2019.3/4,서초구,소계,한국인,431027,14799,21410,22280,23668,25834,30970,30830,36506,36791,41922,33314,29362,26985,19153,15715,10563,6103,2863,1344,413,202
2019.3/4,서초구,소계,외국인,4231,139,177,149,100,237,482,634,581,495,414,325,286,113,49,21,12,10,3,3,-,1
2019.3/4,서초구,서초1동,계,21708,702,945,1005,1053,1267,1740,1895,2037,1929,1991,1521,1440,1341,1004,790,500,300,142,79,24,3
2019.3/4,서초구,서초1동,한국인,21479,697,943,1004,1048,1243,1694,1854,2005,1911,1974,1513,1421,1336,1003,789,496,300,142,79,24,3
2019.3/4,서초구,서초1동,외국인,229,5,2,1,5,24,46,41,32,18,17,8,19,5,1,1,4,-,-,-,-,-
2019.3/4,서초구,서초2동,계,18675,743,776,813,874,1070,1650,1966,1929,1604,1695,1296,1153,1037,745,581,367,193,101,51,15,16
